地域,可用区,系统,机型,规格,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
广州,广州三区,LINUX,标准型S1,S1.LARGE16,4,16,1.83,0.91,0.62,528,528,5258.88,9504,15840
广州,广州三区,LINUX,标准型S1,S1.2XLARGE8,8,8,1.83,0.92,0.62,528,528,5258.88,9504,15840
广州,广州三区,LINUX,标准型S1,S1.2XLARGE16,8,16,2.44,1.22,0.83,704,704,7011.84,12672,21120
广州,广州三区,LINUX,标准型S1,S1.2XLARGE32,8,32,3.66,1.83,1.24,1056,1056,10517.76,19008,31680
广州,广州三区,LINUX,标准型S1,S1.3XLARGE24,12,24,3.66,1.83,1.24,1056,1056,10517.76,19008,31680
广州,广州三区,LINUX,标准型S1,S1.3XLARGE48,12,48,5.48,2.74,1.86,1584,1584,15776.64,28512,47520
广州,广州三区,LINUX,标准型S1,S1.4XLARGE32,16,32,4.88,2.44,1.66,1408,1408,14023.68,25344,42240
广州,广州三区,LINUX,标准型S1,S1.6XLARGE48,24,48,7.32,3.66,2.49,2112,2112,21035.52,38016,63360
广州,广州三区,LINUX,标准型S1,S1.8XLARGE64,32,64,9.76,4.88,3.32,2816,2816,28047.36,50688,84480
广州,广州三区,LINUX,标准型S1,S1.12XLARGE96,48,96,14.64,7.32,4.98,4224,4224,42071.04,76032,126720
广州,广州三区,LINUX,高IO型IT5,IT5.4XLARGE64,16,64,5.08,5.08,5.08,2608,2608,25975.68,46944,78240
广州,广州四区,LINUX,高IO型IT5,IT5.8XLARGE128,32,128,10.16,10.16,10.16,5216,5216,51951.36,93888,156480
广州,广州四区,LINUX,高IO型IT5,IT5.16XLARGE256,64,256,20.33,20.33,20.33,10432,10432,103902.72,187776,312960
广州,广州三区,LINUX,高IO型IT5,IT5.21XLARGE320,84,320,24.99,24.99,24.99,12824,12824,127727.04,230832,384720
广州,广州四区,LINUX,高IO型IT3,IT3.4XLARGE64,16,64,9.72,5.73,4.45,2804,2804,27927.84,50472,84120
广州,广州四区,LINUX,高IO型IT3,IT3.8XLARGE128,32,128,19.44,11.46,8.9,5608,5608,55855.68,100944,168240
广州,广州四区,LINUX,高IO型IT3,IT3.16XLARGE256,64,256,38.88,22.91,17.8,11216,11216,111711.36,201888,336480
广州,广州三区,LINUX,高IO型I3,I3.2XLARGE32,8,32,4.88,2.96,2.34,1404,1404,13983.84,25272,42120
广州,广州三区,LINUX,高IO型I3,I3.4XLARGE64,16,64,9.76,5.92,4.69,2808,2808,27967.68,50544,84240
广州,广州三区,LINUX,高IO型I3,I3.6XLARGE96,24,96,15.69,9.92,8.08,4512,4512,44939.52,81216,135360
广州,广州三区,LINUX,高IO型I3,I3.8XLARGE128,32,128,21.61,13.92,11.46,6216,6216,61911.36,111888,186480
广州,广州三区,LINUX,高IO型I3,I3.16XLARGE256,64,256,39.05,23.67,18.76,11232,11232,111870.72,202176,336960
广州,广州六区,LINUX,内存型M6,M6.SMALL8,1,8,0.32,0.32,0.32,166.32,166.32,1656.55,2993.76,4989.6
广州,广州六区,LINUX,内存型M6,M6.LARGE32,4,32,1.29,1.29,1.29,665.28,665.28,6626.19,11975.04,19958.4
广州,广州六区,LINUX,内存型M6,M6.2XLARGE64,8,64,2.59,2.59,2.59,1330.56,1330.56,13252.38,23950.08,39916.8
广州,广州六区,LINUX,内存型M6,M6.4XLARGE128,16,128,5.18,5.18,5.18,2661.12,2661.12,26504.76,47900.16,79833.6
广州,广州六区,LINUX,内存型M6,M6.8XLARGE256,32,256,10.35,10.35,10.35,5322.24,5322.24,53009.51,95800.32,159667.2
广州,广州七区,LINUX,内存型M6,M6.31MEDIUM470,62,470,19.29,19.29,19.29,9918.72,9918.72,98790.45,178536.96,297561.6
广州,广州七区,LINUX,内存型M6,M6.16XLARGE512,64,512,20.7,20.7,20.7,10644.48,10644.48,106019.02,191600.64,319334.4
广州,广州七区,LINUX,内存型M6,M6.31XLARGE940,124,940,38.58,38.58,38.58,19837.44,19837.44,197580.9,357073.92,595123.2
广州,广州六区,LINUX,内存型MA3,MA3.MEDIUM16,2,16,0.45,0.45,0.45,233.2,233.2,2322.67,4197.6,6996
广州,广州六区,LINUX,内存型MA3,MA3.LARGE32,4,32,0.91,0.91,0.91,466.4,466.4,4645.34,8395.2,13992
广州,广州六区,LINUX,内存型MA3,MA3.2XLARGE64,8,64,1.81,1.81,1.81,932.8,932.8,9290.69,16790.4,27984
广州,广州六区,LINUX,内存型MA3,MA3.4XLARGE128,16,128,3.63,3.63,3.63,1865.6,1865.6,18581.38,33580.8,55968
广州,广州六区,LINUX,内存型MA3,MA3.8XLARGE256,32,256,7.26,7.26,7.26,3731.2,3731.2,37162.75,67161.6,111936
广州,广州七区,LINUX,内存型M6p,M6p.LARGE16,4,16,1.7,1.7,1.7,943.6,943.6,9398.26,16984.8,28308
广州,广州七区,LINUX,内存型M6p,M6p.2XLARGE32,8,32,3.41,3.41,3.41,1887.2,1887.2,18796.51,33969.6,56616
广州,广州七区,LINUX,内存型M6p,M6p.4XLARGE53,16,53,6.38,6.38,6.38,3535.15,3535.15,35210.09,63632.7,106054.5
广州,广州七区,LINUX,内存型M6p,M6p.8XLARGE106,32,106,12.77,12.77,12.77,7070.3,7070.3,70420.19,127265.4,212109
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.MEDIUM16,2,16,0.68,0.68,0.68,349.27,349.27,3478.75,6286.9,10478.16
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.LARGE32,4,32,1.36,1.36,1.36,698.54,698.54,6957.5,12573.79,20956.32
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.2XLARGE64,8,64,2.72,2.72,2.72,1397.09,1397.09,13915,25147.58,41912.64
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.4XLARGE128,16,128,5.44,5.44,5.44,2794.18,2794.18,27829.99,50295.17,83825.28
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.8XLARGE256,32,256,10.87,10.87,10.87,5588.35,5588.35,55659.99,100590.34,167650.56
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.31XMEDIUM428,62,428,18.96,18.96,18.96,9747.86,9747.86,97088.73,175461.55,292435.92
广州,广州六区,LINUX,安全增强内存型M6ce,M6ce.31XLARGE856,124,856,37.93,37.93,37.93,19495.73,19495.73,194177.45,350923.1,584871.84
广州,广州三区,LINUX,内存型MA2,MA2.SMALL8,1,8,0.24,0.24,0.24,123.2,123.2,1227.07,2217.6,3696
广州,广州六区,LINUX,内存型MA2,MA2.LARGE32,4,32,0.86,0.86,0.86,443.52,443.52,4417.46,7983.36,13305.6
广州,广州六区,LINUX,内存型MA2,MA2.2XLARGE64,8,64,1.72,1.72,1.72,887.04,887.04,8834.92,15966.72,26611.2
广州,广州六区,LINUX,内存型MA2,MA2.4XLARGE128,16,128,3.45,3.45,3.45,1774.08,1774.08,17669.84,31933.44,53222.4
广州,广州三区,LINUX,内存型MA2,MA2.8XLARGE256,32,256,7.67,7.67,7.67,3942.4,3942.4,39266.3,70963.2,118272
广州,广州三区,LINUX,内存型MA2,MA2.12XLARGE384,48,384,11.5,11.5,11.5,5913.6,5913.6,58899.46,106444.8,177408
广州,广州四区,LINUX,内存型M5,M5.SMALL8,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
广州,广州四区,LINUX,内存型M5,M5.MEDIUM16,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
广州,广州四区,LINUX,内存型M5,M5.LARGE32,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
广州,广州四区,LINUX,内存型M5,M5.2XLARGE64,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
广州,广州四区,LINUX,内存型M5,M5.3XLARGE96,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
广州,广州四区,LINUX,内存型M5,M5.4XLARGE128,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
广州,广州四区,LINUX,内存型M5,M5.8XLARGE256,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
广州,广州四区,LINUX,内存型M5,M5.16XLARGE512,64,512,39.37,19.68,13.38,11264,11264,112189.44,202752,337920
广州,广州三区,LINUX,内存型M4,M4.SMALL8,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
广州,广州三区,LINUX,内存型M4,M4.MEDIUM16,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
广州,广州三区,LINUX,内存型M4,M4.LARGE32,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
广州,广州三区,LINUX,内存型M4,M4.2XLARGE64,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
广州,广州三区,LINUX,内存型M4,M4.3XLARGE96,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
广州,广州三区,LINUX,内存型M4,M4.3XLARGE144,12,144,10.07,5.03,3.42,2880,2880,28684.8,51840,86400
广州,广州三区,LINUX,内存型M4,M4.4XLARGE128,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
广州,广州三区,LINUX,内存型M4,M4.4XLARGE192,16,192,13.43,6.71,4.56,3840,3840,38246.4,69120,115200
广州,广州三区,LINUX,内存型M4,M4.8XLARGE256,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
广州,广州三区,LINUX,内存型M4,M4.8XLARGE384,32,384,26.85,13.43,9.13,7680,7680,76492.8,138240,230400
广州,广州三区,LINUX,内存型M4,M4.16XLARGE512,64,512,39.37,19.68,13.38,11264,11264,112189.44,202752,337920
广州,广州三区,LINUX,内存型M4,M4.18XLARGE648,72,648,48.32,24.16,16.43,13824,13824,137687.04,248832,414720
广州,广州四区,LINUX,内存型M3,M3.SMALL8,1,8,0.62,0.32,0.22,176,176,1752.96,3168,5280
广州,广州四区,LINUX,内存型M3,M3.MEDIUM16,2,16,1.24,0.65,0.44,352,352,3505.92,6336,10560
广州,广州三区,LINUX,内存型M3,M3.LARGE32,4,32,2.47,1.3,0.88,704,704,7011.84,12672,21120
广州,广州三区,LINUX,内存型M3,M3.2XLARGE64,8,64,4.94,2.6,1.77,1408,1408,14023.68,25344,42240
广州,广州四区,LINUX,内存型M3,M3.3XLARGE96,12,96,7.42,3.9,2.65,2112,2112,21035.52,38016,63360
广州,广州三区,LINUX,内存型M3,M3.3XLARGE144,12,144,10.11,5.34,3.63,2880,2880,28684.8,51840,86400
广州,广州三区,LINUX,内存型M3,M3.4XLARGE128,16,128,9.89,5.2,3.54,2816,2816,28047.36,50688,84480
广州,广州三区,LINUX,内存型M3,M3.4XLARGE192,16,192,13.47,7.12,4.84,3840,3840,38246.4,69120,115200
广州,广州四区,LINUX,内存型M3,M3.8XLARGE256,32,256,19.78,10.4,7.08,5632,5632,56094.72,101376,168960
广州,广州四区,LINUX,内存型M3,M3.8XLARGE384,32,384,26.95,14.24,9.69,7680,7680,76492.8,138240,230400
广州,广州四区,LINUX,内存型M3,M3.16XLARGE512,64,512,39.56,20.79,14.15,11264,11264,112189.44,202752,337920
广州,广州三区,LINUX,内存型M2,M2.SMALL8,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
广州,广州三区,LINUX,内存型M2,M2.MEDIUM16,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
广州,广州三区,LINUX,内存型M2,M2.LARGE32,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
广州,广州三区,LINUX,内存型M2,M2.2XLARGE64,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
广州,广州三区,LINUX,内存型M2,M2.3XLARGE96,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
广州,广州三区,LINUX,内存型M2,M2.4XLARGE128,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
广州,广州三区,LINUX,内存型M2,M2.6XLARGE192,24,192,14.76,7.38,5.02,4224,4224,42071.04,76032,126720
广州,广州三区,LINUX,内存型M2,M2.8XLARGE256,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
广州,广州三区,LINUX,内存型M2,M2.12XLARGE384,48,384,29.53,14.76,10.04,8448,8448,84142.08,152064,253440
广州,广州三区,LINUX,内存型M2,M2.14XLARGE448,56,448,34.45,17.22,11.71,9856,9856,98165.76,177408,295680
广州,广州三区,LINUX,内存型M1,M1.SMALL8,1,8,0.57,0.29,0.19,165,165,1643.4,2970,4950
广州,广州三区,LINUX,内存型M1,M1.MEDIUM16,2,16,1.14,0.57,0.39,330,330,3286.8,5940,9900
广州,广州三区,LINUX,内存型M1,M1.LARGE32,4,32,2.29,1.14,0.78,660,660,6573.6,11880,19800
广州,广州三区,LINUX,内存型M1,M1.2XLARGE64,8,64,4.57,2.29,1.56,1320,1320,13147.2,23760,39600
广州,广州三区,LINUX,内存型M1,M1.3XLARGE96,12,96,6.86,3.43,2.33,1980,1980,19720.8,35640,59400
广州,广州三区,LINUX,内存型M1,M1.4XLARGE128,16,128,9.15,4.58,3.11,2640,2640,26294.4,47520,79200
广州,广州三区,LINUX,内存型M1,M1.6XLARGE192,24,192,13.72,6.86,4.67,3960,3960,39441.6,71280,118800
广州,广州三区,LINUX,内存型M1,M1.8XLARGE256,32,256,18.3,9.15,6.22,5280,5280,52588.8,95040,158400
广州,广州七区,LINUX,计算型C6,C6.LARGE8,4,8,0.73,0.73,0.73,376,376,3744.96,6768,11280
广州,广州七区,LINUX,计算型C6,C6.LARGE16,4,16,1.1,1.1,1.1,564,564,5617.44,10152,16920
广州,广州六区,LINUX,计算型C6,C6.2XLARGE16,8,16,1.46,1.46,1.46,752,752,7489.92,13536,22560
广州,广州六区,LINUX,计算型C6,C6.2XLARGE32,8,32,2.19,2.19,2.19,1128,1128,11234.88,20304,33840
广州,广州六区,LINUX,计算型C6,C6.4XLARGE32,16,32,2.92,2.92,2.92,1504,1504,14979.84,27072,45120
广州,广州六区,LINUX,计算型C6,C6.4XLARGE64,16,64,4.39,4.39,4.39,2256,2256,22469.76,40608,67680
广州,广州六区,LINUX,计算型C6,C6.8XLARGE128,32,128,8.77,8.77,8.77,4512,4512,44939.52,81216,135360
广州,广州六区,LINUX,计算型C6,C6.23MEDIUM216,46,216,14.07,14.07,14.07,7238,7238,72090.48,130284,217140
广州,广州七区,LINUX,计算型C6,C6.16XLARGE256,64,256,17.54,17.54,17.54,9024,9024,89879.04,162432,270720
广州,广州六区,LINUX,计算型C6,C6.20XLARGE320,80,320,21.93,21.93,21.93,11280,11280,112348.8,203040,338400
广州,广州六区,LINUX,计算型C6,C6.23XLARGE432,92,432,28.14,28.14,28.14,14476,14476,144180.96,260568,434280
广州,广州四区,LINUX,计算型C5,C5.MEDIUM4,2,4,0.39,0.39,0.39,200,200,1992,3600,6000
广州,广州六区,LINUX,计算型C5,C5.LARGE8,4,8,0.7,0.7,0.7,360,360,3585.6,6480,10800
广州,广州六区,LINUX,计算型C5,C5.LARGE16,4,16,1.05,1.05,1.05,540,540,5378.4,9720,16200
广州,广州六区,LINUX,计算型C5,C5.2XLARGE16,8,16,1.4,1.4,1.4,720,720,7171.2,12960,21600
广州,广州六区,LINUX,计算型C5,C5.2XLARGE32,8,32,2.1,2.1,2.1,1080,1080,10756.8,19440,32400
广州,广州四区,LINUX,计算型C5,C5.4XLARGE32,16,32,3.11,3.11,3.11,1600,1600,15936,28800,48000
广州,广州四区,LINUX,计算型C5,C5.4XLARGE64,16,64,4.67,4.67,4.67,2400,2400,23904,43200,72000
广州,广州四区,LINUX,计算型C5,C5.8XLARGE64,32,64,6.22,6.22,6.22,3200,3200,31872,57600,96000
广州,广州六区,LINUX,计算型C5,C5.8XLARGE128,32,128,8.4,8.4,8.4,4320,4320,43027.2,77760,129600
广州,广州四区,LINUX,计算型C5,C5.8XLARGE256,32,256,15.55,15.55,15.55,8000,8000,79680,144000,240000
广州,广州六区,LINUX,计算型C5,C5.12XLARGE96,48,96,8.4,8.4,8.4,4320,4320,43027.2,77760,129600
广州,广州六区,LINUX,计算型C5,C5.12XLARGE192,48,192,12.6,12.6,12.6,6480,6480,64540.8,116640,194400
广州,广州六区,LINUX,计算型C5,C5.13XLARGE184,52,184,12.6,12.6,12.6,6480,6480,64540.8,116640,194400
广州,广州六区,LINUX,计算型C5,C5.16XLARGE128,64,128,11.2,11.2,11.2,5760,5760,57369.6,103680,172800
广州,广州六区,LINUX,计算型C5,C5.16XLARGE256,64,256,16.8,16.8,16.8,8640,8640,86054.4,155520,259200
广州,广州三区,LINUX,计算型C5,C5.26XLARGE368,104,368,28,28,28,14400,14400,143424,259200,432000
广州,广州七区,LINUX,计算型C4,C4.LARGE8,4,8,0.79,0.79,0.79,408,408,4063.68,7344,12240
广州,广州七区,LINUX,计算型C4,C4.LARGE16,4,16,1.19,1.19,1.19,612,612,6095.52,11016,18360
广州,广州四区,LINUX,计算型C4,C4.2XLARGE16,8,16,1.76,1.76,1.76,904,904,9003.84,16272,27120
广州,广州四区,LINUX,计算型C4,C4.2XLARGE32,8,32,2.64,2.64,2.64,1356,1356,13505.76,24408,40680
广州,广州六区,LINUX,计算型C4,C4.4XLARGE32,16,32,3.17,3.17,3.17,1632,1632,16254.72,29376,48960
广州,广州四区,LINUX,计算型C4,C4.4XLARGE64,16,64,5.27,5.27,5.27,2712,2712,27011.52,48816,81360
广州,广州四区,LINUX,计算型C4,C4.8XLARGE174,32,174,13.07,13.07,13.07,6723.5,6723.5,66966.06,121023,201705
广州,广州四区,LINUX,计算型C4,C4.16XLARGE348,64,348,26.15,26.15,26.15,13447,13447,133932.12,242046,403410
广州,广州三区,LINUX,计算网络增强型CN3,CN3.LARGE8,4,8,1.58,0.8,0.54,452,452,4501.92,8136,13560
广州,广州四区,LINUX,计算网络增强型CN3,CN3.LARGE16,4,16,2.38,1.2,0.82,678,678,6752.88,12204,20340
广州,广州三区,LINUX,计算网络增强型CN3,CN3.2XLARGE16,8,16,3.17,1.6,1.09,904,904,9003.84,16272,27120
广州,广州三区,LINUX,计算网络增强型CN3,CN3.2XLARGE32,8,32,4.77,2.4,1.63,1356,1356,13505.76,24408,40680
广州,广州三区,LINUX,计算网络增强型CN3,CN3.4XLARGE32,16,32,6.34,3.2,2.18,1808,1808,18007.68,32544,54240
广州,广州三区,LINUX,计算网络增强型CN3,CN3.4XLARGE64,16,64,9.54,4.8,3.26,2712,2712,27011.52,48816,81360
广州,广州三区,LINUX,计算网络增强型CN3,CN3.8XLARGE64,32,64,12.67,6.4,4.35,3616,3616,36015.36,65088,108480
广州,广州三区,LINUX,计算网络增强型CN3,CN3.8XLARGE128,32,128,19.07,9.6,6.53,5424,5424,54023.04,97632,162720
广州,广州四区,LINUX,计算型C3,C3.LARGE8,4,8,1.92,0.97,0.66,560,560,5577.6,10080,16800
广州,广州四区,LINUX,计算型C3,C3.LARGE16,4,16,2.88,1.42,0.97,840,840,8366.4,15120,25200
广州,广州四区,LINUX,计算型C3,C3.2XLARGE16,8,16,3.84,1.94,1.32,1120,1120,11155.2,20160,33600
广州,广州四区,LINUX,计算型C3,C3.2XLARGE32,8,32,5.76,2.85,1.94,1680,1680,16732.8,30240,50400
广州,广州四区,LINUX,计算型C3,C3.4XLARGE32,16,32,7.68,3.89,2.64,2240,2240,22310.4,40320,67200
广州,广州三区,LINUX,计算型C3,C3.4XLARGE64,16,64,11.52,5.69,3.87,3360,3360,33465.6,60480,100800
广州,广州三区,LINUX,计算型C3,C3.8XLARGE64,32,64,15.36,7.77,5.29,4480,4480,44620.8,80640,134400
广州,广州三区,LINUX,计算型C3,C3.8XLARGE128,32,128,23.04,11.39,7.75,6720,6720,66931.2,120960,201600
广州,广州四区,LINUX,计算型C2,C2.LARGE8,4,8,1.8,0.9,0.61,528,528,5258.88,9504,15840
广州,广州三区,LINUX,计算型C2,C2.LARGE16,4,16,2.68,1.34,0.91,792,792,7888.32,14256,23760
广州,广州三区,LINUX,计算型C2,C2.2XLARGE16,8,16,3.6,1.8,1.22,1056,1056,10517.76,19008,31680
广州,广州三区,LINUX,计算型C2,C2.2XLARGE32,8,32,5.36,2.68,1.82,1584,1584,15776.64,28512,47520
广州,广州三区,LINUX,计算型C2,C2.4XLARGE32,16,32,7.2,3.6,2.45,2112,2112,21035.52,38016,63360
广州,广州三区,LINUX,计算型C2,C2.4XLARGE64,16,64,10.72,5.36,3.64,3168,3168,31553.28,57024,95040
广州,广州四区,LINUX,计算型C2,C2.8XLARGE64,32,64,14.4,7.2,4.9,4224,4224,42071.04,76032,126720
广州,广州四区,LINUX,计算型C2,C2.8XLARGE96,32,96,17.92,8.96,6.09,5280,5280,52588.8,95040,158400
广州,广州三区,LINUX,GPU计算型GN6S,GN6S.LARGE20,4,20,6.94,3.47,2.36,2000,2000,19920,50400,84000
广州,广州三区,LINUX,GPU计算型GN6S,GN6S.2XLARGE40,8,40,13.88,6.94,4.72,4000,4000,39840,100800,168000
广州,广州四区,LINUX,GPU计算型GN7,GN7.LARGE20,4,20,3.39,1.69,1.15,975,975,9711,17550,29250
广州,广州六区,LINUX,GPU计算型GN7,GN7.2XLARGE32,8,32,8.68,4.34,2.95,2500,2500,24900,45000,75000
广州,广州三区,LINUX,GPU计算型GN7,GN7.2XLARGE40,10,40,6.94,3.47,2.36,2000,2000,19920,36000,60000
广州,广州六区,LINUX,GPU计算型GN7,GN7.5XLARGE80,20,80,13.89,6.95,4.72,4000,4000,39840,72000,120000
广州,广州六区,LINUX,GPU计算型GN7,GN7.8XLARGE128,32,128,19.1,9.55,6.49,5500,5500,54780,99000,165000
广州,广州六区,LINUX,GPU计算型GN7,GN7.10XLARGE160,40,160,27.78,13.89,9.45,8000,8000,79680,144000,240000
广州,广州六区,LINUX,GPU计算型GN7,GN7.20XLARGE320,80,320,55.55,27.78,18.89,16000,16000,159360,288000,480000
广州,广州三区,LINUX,GPU计算型GN8,GN8.LARGE56,6,56,15.09,7.54,5.13,4400,4400,43824,110880,184800
广州,广州三区,LINUX,GPU计算型GN8,GN8.3XLARGE112,14,112,30.88,15.44,10.5,9000,9000,89640,226800,378000
广州,广州三区,LINUX,GPU计算型GN8,GN8.7XLARGE224,28,224,61.76,30.88,20.99,18000,18000,179280,453600,756000
广州,广州三区,LINUX,GPU计算型GN8,GN8.14XLARGE448,56,448,123.52,61.76,41.99,36000,36000,358560,907200,1512000
广州,广州三区,LINUX,GPU计算型GN10X,GN10X.2XLARGE40,8,40,18.04,9.02,6.13,5190,5190,51692.4,93420,155700
广州,广州三区,LINUX,GPU计算型GN10X,GN10X.4XLARGE80,18,80,36.49,18.25,12.41,10500,10500,104580,189000,315000
广州,广州三区,LINUX,GPU计算型GN10X,GN10X.9XLARGE160,36,160,72.98,36.5,24.82,21000,21000,209160,378000,630000
广州,广州三区,LINUX,GPU计算型GN10X,GN10X.18XLARGE320,72,320,145.96,73,49.64,42000,42000,418320,756000,1260000
广州,广州四区,LINUX,GPU计算型GN10Xp,GN10Xp.2XLARGE40,10,40,11.98,11.98,11.98,5750,5750,57270,103500,172500
广州,广州四区,LINUX,GPU计算型GN10Xp,GN10Xp.5XLARGE80,20,80,23.96,23.96,23.96,11500,11500,114540,207000,345000
广州,广州四区,LINUX,GPU计算型GN10Xp,GN10Xp.10XLARGE160,40,160,47.92,47.92,47.92,23000,23000,229080,414000,690000
广州,广州三区,LINUX,GPU计算型GN10Xp,GN10Xp.20XLARGE320,80,320,95.84,95.84,95.84,46000,46000,458160,828000,1380000
广州,广州三区,LINUX,GPU推理型GI3X,GI3X.8XLARGE64,32,64,9.58,9.58,9.58,4600,4600,45816,82800,138000
广州,广州三区,LINUX,GPU推理型GI3X,GI3X.22XLARGE226,90,226,19.16,19.16,19.16,9200,9200,91632,165600,276000
广州,广州三区,LINUX,GPU推理型GI3X,GI3X.45XLARGE452,180,452,38.33,38.33,38.33,18400,18400,183264,331200,552000
广州,广州四区,LINUX,GPU计算型GT4,GT4.4XLARGE96,16,96,28.64,28.64,28.64,13748,13748,136930.08,247464,412440
广州,广州四区,LINUX,GPU计算型GT4,GT4.8XLARGE192,32,192,57.28,57.28,57.28,27496,27496,273860.16,494928,824880
广州,广州四区,LINUX,GPU计算型GT4,GT4.20XLARGE474,82,474,118.75,118.75,118.75,57008,57008,567799.68,1026144,1710240
广州,广州六区,LINUX,GPU计算型GT4,GT4.41XLARGE948,164,948,237.51,237.51,237.51,114016,114016,1135599.36,2052288,3420480
广州,广州三区,LINUX,FPGA加速型FX4,FX4.2XLARGE88,10,88,18.14,9.07,6.17,5225,5225,52041,94050,156750
广州,广州三区,LINUX,FPGA加速型FX4,FX4.5XLARGE176,22,176,36.46,18.23,12.4,10500,10500,104580,189000,315000
广州,广州三区,LINUX,FPGA加速型FX4,FX4.11XLARGE352,44,352,72.91,36.46,24.79,21000,21000,209160,378000,630000
广州,广州四区,LINUX,大数据型D3,D3.2XLARGE32,8,32,3.08,3.08,3.08,1584,1584,15776.64,28512,47520
广州,广州四区,LINUX,大数据型D3,D3.4XLARGE64,16,64,6.16,6.16,6.16,3168,3168,31553.28,57024,95040
广州,广州四区,LINUX,大数据型D3,D3.8XLARGE128,32,128,11.39,11.39,11.39,5856,5856,58325.76,105408,175680
广州,广州四区,LINUX,大数据型D3,D3.16XLARGE256,64,256,22.77,22.77,22.77,11712,11712,116651.52,210816,351360
广州,广州四区,LINUX,大数据型D3,D3.21XLARGE320,84,320,27.42,27.42,27.42,14104,14104,140475.84,253872,423120
广州,广州三区,LINUX,大数据型D2,D2.2XLARGE32,8,32,4.26,2.34,1.72,1404,1404,13983.84,25272,42120
广州,广州三区,LINUX,大数据型D2,D2.4XLARGE64,16,64,8.51,4.67,3.45,2808,2808,27967.68,50544,84240
广州,广州三区,LINUX,大数据型D2,D2.6XLARGE96,24,96,12.77,7.01,5.17,4212,4212,41951.52,75816,126360
广州,广州三区,LINUX,大数据型D2,D2.8XLARGE128,32,128,17.03,9.35,6.89,5616,5616,55935.36,101088,168480
广州,广州三区,LINUX,大数据型D2,D2.16XLARGE256,64,256,34.05,18.69,13.78,11232,11232,111870.72,202176,336960
广州,广州三区,LINUX,大数据型D2,D2.19XLARGE320,76,320,42.76,23.88,17.85,14456,14456,143981.76,260208,433680
广州,广州四区,LINUX,标准型BMS4,BMS4.20XLARGE384,80,384,13.7,13.7,13.7,14096,9867.2,118406.4,253728,422880
广州,广州四区,LINUX,大数据型BMD2,BMD2.20XLARGE384,80,384,-,-,-,16376,11463.2,137558.4,294768,491280
广州,广州三区,LINUX,大数据型BMD3,BMD3.24XLARGE384,96,384,-,-,-,16780,11746,140952,302040,503400
广州,广州三区,LINUX,高IO型BMI5,BMI5.24XLARGE384,96,384,12.53,12.53,12.53,12884,9018.8,108225.6,231912,386520
